owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
FarGroup,FarManager,2017-10-21 18:55:45,2024-06-26 18:15:11,False,177423,C++,27,46,58,1740,194,377,16384,440,1,10600,1000,File and Archive Manager
NewLifeX,X,2016-06-22 14:26:52,2024-06-29 13:46:11,False,139399,C#,3,161,165,1733,521,88,11104,53,3,18,2,"Core basic components: log (file / network), configuration (XML / JSON / HTTP), cache (memory / redis), network (TCP / UDP / HTTP), RPC framework, serialization (binary / XML / JSON), APM performance tracking. 核心基础组件，日志（文件/网络）、配置（XML/Json/Http）、缓存（内存/Redis）、网络（Tcp/Udp/Http）、RPC框架、序列化（Binary/XML/Json）、APM性能追踪。"
GoogleCloudPlatform,java-docs-samples,2015-03-25 22:48:38,2024-06-29 15:50:14,False,102202,Java,13,718,245,1732,2816,1857,10106,7499,28,1,1,Java and Kotlin Code samples used on cloud.google.com
ScoopInstaller,Extras,2013-08-06 03:27:50,2024-06-30 12:32:52,False,46117,PowerShell,2,1098,37,1729,1300,6855,59195,6572,4,0,0,📦 The Extras bucket for Scoop.
Yoast,wordpress-seo,2012-11-16 15:16:29,2024-06-28 09:34:04,False,934410,JavaScript,8,385,148,1726,877,12246,67581,8817,320,1126,1000,Yoast SEO for WordPress
LinuxCNC,linuxcnc,2012-03-08 18:29:41,2024-06-29 17:02:39,False,607870,Python,26,257,154,1725,1134,892,32135,2105,312,161,0,"LinuxCNC controls CNC machines. It can drive milling machines, lathes, 3d printers, laser cutters, plasma cutters, robot arms, hexapods, and more."
polkadot-js,apps,2018-04-09 07:41:34,2024-06-29 12:57:12,False,325862,TypeScript,5,551,62,1724,1511,3642,13021,7008,12,109,106,"Basic Polkadot/Substrate UI for interacting with a Polkadot and Substrate node. This is the main user-facing application, allowing access to all features available on Substrate chains."
eliotsykes,real-world-rails,2015-05-02 11:28:52,2024-06-10 10:51:03,False,12924,Ruby,1,11,33,1713,140,178,15464,7816,8,0,0,Real World Rails applications and their open source codebases for developers to learn from
element-hq,element-ios,2015-08-06 11:42:09,2024-06-24 17:25:17,False,106120,Swift,9,253,77,1712,480,4583,19396,3213,45,258,237,A glossy Matrix collaboration client for iOS
networkupstools,nut,2013-02-10 22:46:07,2024-06-26 20:45:03,False,87033,C,11,151,58,1712,335,1408,13422,1089,64,39,10,"The Network UPS Tools repository. UPS management protocol Informational RFC 9271 published by IETF at https://www.rfc-editor.org/info/rfc9271 Please star NUT on GitHub, this helps with sponsorships!"
rakudo,rakudo,2009-01-29 15:30:05,2024-06-27 19:05:46,False,73521,Raku,10,258,115,1711,372,2837,39697,2754,334,268,142,"🦋 Rakudo – Raku on MoarVM, JVM, and JS"
Flexget,Flexget,2011-03-22 19:33:44,2024-06-24 22:51:41,False,166023,Python,7,324,79,1704,472,1543,16369,2166,88,1776,278,The official FlexGet repository
numworks,epsilon,2017-08-28 13:02:31,2024-05-30 07:56:42,False,64532,C++,14,59,56,1703,461,1109,25676,1091,21,94,0,Modern graphing calculator operating system.
IfcOpenShell,IfcOpenShell,2015-08-10 09:03:14,2024-06-30 11:46:26,False,257040,C++,16,188,94,1703,688,3696,14148,1033,48,970,1000,Open source IFC library and geometry engine
libretro,Lakka-LibreELEC,2016-08-27 17:00:28,2024-06-25 19:31:12,False,461061,Makefile,8,355,74,1697,288,1074,43820,907,7,40,38,Lakka is a lightweight Linux distribution that transforms a small computer into a full blown game console.
moneymanagerex,moneymanagerex,2014-05-23 17:25:10,2024-06-30 12:32:45,False,202263,C++,12,48,71,1696,269,3013,20350,3633,22,86,44,"Money Manager Ex is an easy to use, money management application built with wxWidgets"
oracle,graaljs,2018-04-17 09:55:23,2024-06-28 23:37:33,False,931089,C++,36,4751,64,1694,183,691,73367,139,24,133,31,A ECMAScript 2023 compliant JavaScript implementation built on GraalVM. With polyglot language interoperability support. Running Node.js applications!
RetroShare,RetroShare,2015-07-31 15:16:42,2024-06-25 17:11:38,False,129516,C++,18,64,93,1693,270,901,16895,1958,63,22,9,"RetroShare is a Free and Open Source cross-platform, Friend-2-Friend and secure decentralised communication platform."
nautechsystems,nautilus_trader,2018-06-25 06:26:16,2024-06-30 12:34:19,False,123234,Python,7,54,56,1693,399,499,11348,1105,6,176,102,A high-performance algorithmic trading platform and event-driven backtester
BroadleafCommerce,BroadleafCommerce,2011-12-09 17:53:52,2024-06-27 10:21:47,False,298559,Java,5,88,210,1693,1230,1443,18287,1540,56,467,10,Broadleaf Commerce CE - an eCommerce framework based on Java and Spring
igraph,igraph,2013-03-04 02:00:01,2024-06-29 15:16:53,False,133637,C,13,65,81,1691,397,1879,11853,715,39,51,34,Library for the analysis of networks
indico,indico,2011-07-27 13:56:30,2024-06-28 10:31:10,False,255628,Python,9,101,62,1688,412,3556,25120,2847,3,132,61,"Indico - A feature-rich event management system, made @ CERN, the place where the Web was born."
YetiForceCompany,YetiForceCRM,2014-12-15 22:55:47,2024-06-25 04:35:43,False,421204,PHP,12,71,259,1682,724,7462,38692,8672,49,35,33,Our team created for you one of the most innovative CRM systems that supports mainly business processes and allows for customization according to your needs. Be ahead of your competition and implement YetiForce!
CollaboraOnline,online,2020-10-01 05:23:57,2024-06-30 13:17:17,False,286160,C++,15,254,44,1681,650,1904,24405,7441,495,581,21,Collabora Online is a collaborative online office suite based on LibreOffice technology. This is also the source for the Collabora Office apps for iOS and Android. 
metasfresh,metasfresh,2015-10-06 15:38:11,2024-06-28 16:04:49,False,302675,Java,16,65,80,1676,571,5716,64102,9973,146,1044,130,"We do Open Source ERP - Fast, Flexible & Free Software to scale your Business."
DynamoDS,Dynamo,2012-02-09 07:35:33,2024-06-30 06:22:16,False,2266068,C#,12,144,202,1670,622,4129,31584,10942,190,56,52,Open Source Graphical Programming for Design
electron,apps,2016-08-31 19:35:56,2024-06-25 07:15:04,False,1260933,JavaScript,2,873,118,1667,1469,131,20815,1956,9,9309,1000,A collection of apps built on Electron
leanprover-community,mathlib,2017-07-21 08:02:10,2024-06-28 02:36:34,False,222840,Lean,4,382,53,1663,297,362,18271,18873,1716,3,0,Lean 3's obsolete mathematical components library: please use mathlib4
magma,magma,2019-02-15 04:46:24,2024-06-27 23:06:42,False,271684,C++,23,316,84,1659,592,5140,12142,9942,102,29,28,Platform for building access networks and modular network services
Ultimaker,CuraEngine,2013-03-04 14:12:08,2024-06-28 09:41:26,False,72547,C++,3,144,144,1655,871,817,13346,1252,110,184,5,"Powerful, fast and robust engine for converting 3D models into g-code instructions for 3D printers. It is part of the larger open source project Cura."
idaholab,moose,2014-02-14 22:26:15,2024-06-30 05:51:40,False,561796,C++,18,247,85,1649,1021,12127,50778,10920,16,11,0,Multiphysics Object Oriented Simulation Environment
emacs-ng,emacs-ng,2020-08-23 12:22:40,2024-06-30 02:31:16,False,483381,Emacs Lisp,51,956,31,1648,70,240,172687,379,19,62,63,"A new approach to Emacs - Including TypeScript, Threading, Async I/O, and WebRender. "
esl,MongooseIM,2011-09-09 08:19:18,2024-06-28 16:55:59,False,66174,Erlang,12,204,100,1644,422,1034,18198,3275,163,62,42,"MongooseIM is Erlang Solutions' robust, scalable and efficient XMPP server, aimed at large installations. Specifically designed for enterprise purposes, it is fault-tolerant and can utilise the resources of multiple clustered machines."
tgstation,tgstation,2012-01-21 17:32:47,2024-06-30 13:09:40,False,2912098,DM,15,1404,106,1642,4795,26466,110868,56761,7,14,1,The /tg/station branch of SS13.
darklang,dark,2016-12-04 23:15:08,2024-06-28 21:07:56,False,52410,F#,9,56,31,1638,88,852,28048,4393,5,8,1,"Darklang main repo, including language, backend, and infra"
bloomberg,bde,2012-11-09 20:00:30,2024-06-28 15:15:04,False,216940,C++,9,88,146,1635,312,113,14126,184,12,480,0,Basic Development Environment - a set of foundational C++ libraries used at Bloomberg.
psychopy,psychopy,2010-09-01 17:00:04,2024-06-30 08:27:12,False,274464,Python,7,212,65,1635,893,1636,24093,4998,3,181,108,For running psychology and neuroscience experiments
TEAMMATES,teammates,2014-05-02 07:43:00,2024-06-30 02:02:07,False,267711,Java,8,657,92,1633,3263,7093,18750,5968,7,278,165,This is the project website for the TEAMMATES feedback management tool for education
bluekitchen,btstack,2015-03-27 13:37:35,2024-06-30 08:05:30,False,94638,C,16,37,125,1632,591,459,16074,157,39,19,0,"Dual-mode Bluetooth stack, with small memory footprint."
Elgg,Elgg,2009-09-06 17:10:11,2024-06-28 06:38:49,False,110046,PHP,5,80,123,1631,671,8440,20606,6184,22,266,130,A social networking engine in PHP/MySQL
qutip,qutip,2012-10-09 06:20:46,2024-06-28 23:38:55,False,60801,Python,4,164,78,1629,627,929,10911,1523,19,35,28,QuTiP: Quantum Toolbox in Python
mfem,mfem,2015-06-11 21:42:21,2024-06-28 23:21:16,False,202177,C++,10,658,119,1611,473,2131,21051,2026,567,30,13,"Lightweight, general, scalable C++ library for finite element methods"
casadi,casadi,2012-10-31 13:50:50,2024-06-25 08:51:08,False,140925,C++,12,52,56,1607,357,3196,16225,198,207,155,91,"CasADi is a symbolic framework for numeric optimization implementing automatic differentiation in forward and reverse modes on sparse matrix-valued computational graphs. It supports self-contained C-code generation and interfaces state-of-the-art codes such as SUNDIALS, IPOPT etc. It can be used from C++, Python or Matlab/Octave."
liberapay,liberapay.com,2015-05-22 14:03:52,2024-06-25 19:54:45,False,125279,Python,8,473,52,1606,208,1155,19933,1204,25,749,0,Source code of the recurrent donations platform Liberapay
mirror,busybox,2013-01-09 00:44:43,2024-07-14 11:03:10,True,41278,C,11,249,72,1606,602,74,17604,17,39,156,0,BusyBox mirror
hacl-star,hacl-star,2016-06-23 12:37:16,2024-06-30 01:13:28,False,553317,F*,12,56,77,1603,161,226,18654,723,188,19,17,"HACL*, a formally verified cryptographic library written in F*"
ppy,osu-framework,2016-08-26 03:45:35,2024-06-30 07:17:19,False,512448,C#,6,162,47,1600,399,1146,25191,5136,2,694,654,A game framework written with osu! in mind.
Cacti,cacti,2015-01-19 05:36:15,2024-06-29 15:54:21,False,224124,PHP,9,148,121,1600,397,4605,14132,1075,10,79,24,Cacti ™
bioconda,bioconda-recipes,2015-09-12 20:33:30,2024-06-30 13:05:16,False,412914,Shell,12,2084,97,1599,3119,1852,50220,46941,359,2,0,Conda recipes for the bioconda channel.
AElfProject,AElf,2017-11-25 07:59:31,2024-09-05 09:31:07,False,113093,C#,6,62,159,1599,260,836,21521,2772,308,41,38,An AI-enhanced cloud-native layer-1 blockchain network. 
factor,factor,2009-03-24 13:17:48,2024-06-30 12:37:37,False,318005,Factor,23,137,73,1598,205,2102,36097,928,39,120,6,Factor programming language
espocrm,espocrm,2014-09-25 13:38:46,2024-06-30 07:56:48,False,68277,PHP,6,47,102,1597,537,2587,18954,472,3,266,254,EspoCRM – Open Source CRM Application
pioneerspacesim,pioneer,2011-04-09 22:17:05,2024-06-30 09:38:26,False,1227316,C++,12,132,108,1586,362,2493,20963,3350,1,341,10,A game of lonely space adventure
DeaDBeeF-Player,deadbeef,2013-12-16 21:21:05,2024-06-25 19:23:11,False,90688,C,17,126,64,1585,174,2475,11718,556,14,53,0,DeaDBeeF Player
nextcloud,spreed,2016-09-01 08:08:37,2024-06-30 06:39:39,False,386288,JavaScript,9,284,68,1584,419,3640,19848,8858,93,279,277,"🗨️ Nextcloud Talk – chat, video & audio calls for Nextcloud"
haskell,cabal,2012-03-15 12:53:38,2024-06-29 00:29:19,False,52459,Haskell,16,475,72,1581,684,5777,14312,4364,166,240,10,Official upstream development repository for Cabal and cabal-install
meganz,MEGAsync,2016-02-10 18:28:05,2024-06-28 19:19:20,False,136652,C++,13,54,92,1577,276,899,13491,50,2,229,226,Easy automated syncing between your computers and your MEGA Cloud Drive
nicotine-plus,nicotine-plus,2013-08-13 19:52:13,2024-06-30 13:02:53,False,108367,Python,3,84,23,1569,134,1089,10903,1547,2,51,51,Graphical client for the Soulseek peer-to-peer network
fltk,fltk,2018-09-18 09:15:58,2024-06-30 09:27:08,False,42486,C++,9,47,50,1565,261,724,11534,265,5,80,0,FLTK - Fast Light Tool Kit - https://github.com/fltk/fltk - cross platform GUI development
cloudfoundry,uaa,2012-02-07 22:40:55,2024-06-28 08:06:54,False,70066,Java,11,189,164,1565,824,838,11036,2098,227,344,267,CloudFoundry User Account and Authentication (UAA) Server
Automattic,jetpack,2013-12-16 16:43:01,2024-06-30 08:47:25,False,523083,PHP,14,922,217,1564,793,11914,40639,25921,1836,5362,344,"Security, performance, marketing, and design tools — Jetpack is made by WordPress experts to make WP sites safer and faster, and help you grow your traffic."
moses-smt,mosesdecoder,2011-08-19 20:22:46,2024-06-07 18:25:10,False,133133,Roff,34,98,153,1563,777,79,17477,161,136,26,1,"Moses, the machine translation system"
scratchfoundation,scratch-www,2015-08-28 20:14:36,2024-06-30 10:23:16,False,428073,JavaScript,4,82,127,1563,820,2017,13342,6424,205,1,1,Standalone web client for Scratch
cpinitiative,usaco-guide,2020-06-02 01:18:56,2024-06-30 11:40:47,False,203533,MDX,7,306,9,1563,462,1166,21287,3379,13,0,0,"A free collection of curated, high-quality resources to take you from Bronze to Platinum and beyond."
invoiceninja,admin-portal,2018-05-15 10:50:36,2024-06-27 09:30:52,False,67367,Dart,10,24,57,1561,522,498,13861,129,3,113,91,Invoice Ninja: Desktop/mobile admin portal built with Flutter
ocaml,dune,2016-10-30 18:42:23,2024-06-30 08:39:59,False,56905,OCaml,15,237,38,1560,393,2898,13065,7735,191,150,139,A composable build system for OCaml.
beyond-all-reason,Beyond-All-Reason,2019-02-24 17:57:39,2024-06-30 12:50:54,False,2886052,Lua,10,150,24,1559,252,925,26370,2330,86,0,0,www.beyondallreason.info
Slicer,Slicer,2020-03-12 22:13:53,2024-06-28 15:24:03,False,127177,C++,8,223,38,1554,525,5690,29282,2135,10,34,1,"Multi-platform, free open source software for visualization and image computing."
IntersectMBO,plutus,2016-11-15 22:38:43,2024-06-28 23:45:30,False,168873,Haskell,10,212,122,1546,466,1191,11016,5024,30,37,25,The Plutus language implementation and tools
dotnet,roslyn-analyzers,2015-06-05 17:48:07,2024-06-28 20:27:39,False,108926,C#,6,2484,78,1545,459,3324,11625,3764,44,62,47,
ScoopInstaller,Main,2019-01-31 07:05:24,2024-06-30 08:27:34,False,32472,PowerShell,1,763,35,1538,917,2966,51828,2910,3,0,0,📦 The default bucket for Scoop.
belgattitude,nextjs-monorepo-example,2020-08-18 07:07:20,2024-06-29 21:17:42,False,298986,TypeScript,8,12,8,1526,208,35,10324,5584,15,1,1,Collection of monorepo tips & tricks 
oss-review-toolkit,ort,2017-10-19 11:59:49,2024-06-30 06:06:42,False,138100,Kotlin,21,88,41,1524,298,1244,15699,7532,66,48,46,A suite of tools to automate software compliance checks.
OpenBankProject,OBP-API,2012-11-20 10:45:14,2024-06-28 19:19:08,False,41329,Scala,8,27,124,1522,420,576,12767,1830,58,3,0,"An open source RESTful API platform for banks that supports Open Banking, XS2A and PSD2 through access to accounts, transactions, counterparties, payments, entitlements and metadata - plus a host of internal banking and management APIs."
ColinIanKing,stress-ng,2015-06-05 12:05:57,2024-06-28 10:32:14,False,29724,C,6,72,32,1519,268,266,15167,134,1,372,13,This is the stress-ng upstream project git repository.  stress-ng will stress test a computer system in various selectable ways. It was designed to exercise various physical subsystems of a computer as well as the various operating system kernel interfaces. 
paparazzi,paparazzi,2010-11-10 11:14:08,2024-06-27 11:28:21,False,114139,C,16,124,163,1515,1122,802,16391,2512,36,69,24,Paparazzi is a free and open-source hardware and software project for unmanned (air) vehicles. This is the main software repository.
meganz,android,2016-05-04 11:46:20,2024-06-28 01:14:26,False,311816,Kotlin,7,81,235,1512,364,192,29071,42,1,155,150,MEGA Android App
oreboot,oreboot,2019-03-04 18:39:09,2024-06-23 21:30:14,False,85466,Rust,7,434,37,1508,100,127,29095,626,18,0,0,"oreboot is a fork of coreboot, with C removed, written in Rust."
spring-projects,spring-integration,2011-07-22 21:47:27,2024-06-30 03:18:53,False,71258,Java,9,242,134,1508,1079,5420,11819,3824,23,313,165,Spring Integration provides an extension of the Spring programming model to support the well-known Enterprise Integration Patterns (EIP)
openupm,openupm,2019-07-28 16:21:15,2024-06-30 12:27:18,False,18187,JavaScript,2,780,8,1506,816,190,10132,4784,8,181,137,OpenUPM - Open Source Unity Package Registry (UPM)
DimensionDev,Maskbook,2019-04-01 07:13:57,2024-06-30 06:42:41,False,171367,TypeScript,6,82,51,1502,307,2189,11228,9425,25,323,299,"The portal to the new, open Internet. ([I:b])"
gem5,gem5,2014-12-02 09:46:00,2024-06-29 12:21:47,False,268236,C++,30,284,71,1493,1102,263,21773,874,4,40,28,The official repository for the gem5 computer-system architecture simulator.
kismetwireless,kismet,2016-09-20 13:26:00,2024-06-21 03:09:14,True,157560,C++,14,59,79,1489,292,355,11655,168,43,70,0,Github mirror of official Kismet repository
influxdata,chronograf,2016-08-24 23:28:56,2024-06-18 15:01:46,False,98725,TypeScript,9,217,86,1488,256,3413,14586,2561,296,121,103,Open source monitoring and visualization UI for the TICK stack
translate,pootle,2012-03-19 23:06:03,2024-08-26 12:08:57,False,126434,Python,7,79,64,1486,288,3106,16311,2443,35,55,36,Online translation tool
archlinuxcn,repo,2013-03-09 14:41:10,2024-06-30 11:33:05,False,213942,Shell,15,164,64,1482,282,3094,289400,774,13,0,0,Arch Linux CN Repository
fullstack-hy2020,fullstack-hy2020.github.io,2019-12-28 10:23:17,2024-06-30 12:56:47,False,284436,JavaScript,4,1206,28,1464,3640,326,10397,3365,17,0,0,
leo-editor,leo-editor,2014-02-11 11:14:41,2024-06-27 02:40:40,False,245507,Python,12,43,48,1463,157,2614,34499,1368,24,149,53,"Leo is an Outliner, Editor, IDE and PIM written in 100% Python."
ffxiv-teamcraft,ffxiv-teamcraft,2017-08-11 14:01:03,2024-06-30 09:05:42,False,921601,TypeScript,7,94,35,1454,233,883,11330,1958,8,788,696,A ffxiv tool to handle collaborative crafts easily
gwaldron,osgearth,2010-09-10 13:19:51,2024-06-28 13:23:01,False,201039,C++,12,112,138,1453,769,1327,15235,819,90,53,13,A 3D Mapping Engine & SDK for OpenSceneGraph.
microsoft,Microsoft365DSC,2018-11-21 16:54:50,2024-06-29 12:38:24,False,174681,PowerShell,5,10000,76,1450,440,2193,11714,2459,7,173,156,"Manages, configures, extracts and monitors Microsoft 365 tenant configurations"
ossia,score,2013-10-15 10:04:21,2024-06-30 12:10:06,False,59372,C++,15,35,59,1449,101,1452,11073,81,36,274,258,"ossia score, an interactive sequencer for the intermedia arts"
nfs-ganesha,nfs-ganesha,2012-11-02 17:25:24,2024-06-29 00:04:24,False,115913,C,13,168,94,1446,504,1020,13538,125,14,712,27,"NFS-Ganesha is an NFSv3,v4,v4.1 fileserver that runs in user mode on most UNIX/Linux systems"
boto,botocore,2012-11-13 13:25:36,2024-06-28 20:19:07,False,283508,Python,2,170,68,1444,1062,1084,11101,2104,16,1982,0,"The low-level, core functionality of boto3 and the AWS CLI."
mozilla,fx-private-relay,2019-06-06 21:36:28,2024-06-28 22:53:26,False,51736,Python,10,53,60,1434,168,1095,10221,3568,100,371,190,"Keep your email safe from hackers and trackers. Make an email alias with 1 click, and keep your address to yourself."
guardian,grid,2013-08-22 13:49:31,2024-06-30 09:26:48,False,31139,Scala,10,232,106,1434,119,308,12905,3958,386,0,0,The Guardian’s image management system
RPiList,specials,2019-10-17 03:21:50,2024-06-30 04:53:39,False,8071700,Python,2,94,82,1430,236,1150,10871,486,1,0,0,"Schutz vor Fakeshops, Werbung, Tracking und anderen Angriffen aus dem Internet"
Joystream,joystream,2019-03-08 09:46:50,2024-06-19 14:07:53,False,131630,Rust,10,58,26,1423,109,2884,23353,2186,49,28,27,Joystream Monorepo
materialsproject,pymatgen,2011-10-23 04:10:39,2024-06-28 16:50:01,False,1066620,Python,3,242,112,1421,839,1262,25507,2557,13,395,285,Python Materials Genomics (pymatgen) is a robust materials analysis code that defines classes for structures and molecules with support for many electronic structure codes. It powers the Materials Project.
The-OpenROAD-Project,OpenROAD,2019-10-28 17:48:14,2024-06-30 11:35:26,False,608860,Verilog,14,113,53,1417,496,1169,22612,3807,1,4,1,OpenROAD's unified application implementing an RTL-to-GDS Flow. Documentation at https://openroad.readthedocs.io/en/latest/
consuldemocracy,consuldemocracy,2015-07-15 18:04:16,2024-06-30 12:47:32,False,112745,Ruby,8,146,77,1416,1101,1347,19440,4226,87,30,29,Consul Democracy - Open Government and E-Participation Web Software
GeoNode,geonode,2010-06-03 18:14:47,2024-06-28 15:33:18,False,461408,JavaScript,12,251,111,1408,1112,4311,18905,8026,73,479,41,"GeoNode is an open source platform that facilitates the creation, sharing, and collaborative use of geospatial data."
quodlibet,quodlibet,2015-03-14 21:16:31,2024-06-20 06:09:39,False,66959,Python,6,170,48,1401,219,3524,11701,925,30,84,84,"Music player and music library manager for Linux, Windows, and macOS"
openshift,installer,2018-06-08 15:04:41,2024-06-29 07:57:18,False,1080335,Go,8,2811,160,1389,1358,1238,16185,7440,37,26,21,Install an OpenShift 4.x cluster
MyEtherWallet,MyEtherWallet,2018-04-03 02:40:35,2024-06-27 21:27:00,False,4555326,SCSS,8,61,60,1386,772,659,19144,4225,88,259,257,"MyEtherWallet (our friends call us MEW) is a free, client-side interface helping you interact with the Ethereum blockchain."
UPBGE,upbge,2015-11-24 20:45:21,2024-06-28 19:07:39,False,1051673,C++,15,371,85,1385,179,1315,144753,479,90,143,14,"UPBGE, the best integrated game engine in Blender"
ProtonMail,ios-mail,2019-10-28 23:40:33,2024-06-05 17:14:35,False,1081233,Swift,8,34,46,1380,198,63,10346,16,5,331,16,Secure email that protects your privacy
owncloud,client,2012-08-25 10:44:53,2024-06-29 03:05:59,False,219550,C++,14,289,158,1379,668,7767,17515,3881,50,281,115,🖥️ Desktop Syncing Client for ownCloud
GetStream,stream-chat-android,2019-03-26 21:46:50,2024-06-30 11:34:29,False,327085,Kotlin,5,97,47,1378,260,1459,15632,3693,66,468,280,:speech_balloon: Android Chat SDK ➜ Stream Chat API. UI component libraries for chat apps. Kotlin & Jetpack Compose messaging SDK for Android chat
linode,docs,2014-07-24 13:57:47,2024-06-28 15:20:05,False,2075480,Python,4,504,90,1376,1224,508,12534,6502,245,664,566,Linode guides and tutorials.
cgeo,cgeo,2011-07-11 06:02:47,2024-06-30 10:49:39,False,460653,Java,5,129,85,1373,562,8764,18417,6978,30,207,164,c:geo - The powerful Android geocaching app.
InsightSoftwareConsortium,ITK,2010-07-27 15:48:04,2024-06-30 01:03:17,False,209722,C++,12,323,72,1369,660,992,55895,3748,14,149,34,"Insight Toolkit (ITK) -- Official Repository.  ITK builds on a proven, spatially-oriented architecture for processing, segmentation, and registration of scientific images in two, three, or more dimensions."
mollyim,mollyim-android,2019-12-28 12:50:31,2024-06-29 01:09:36,False,1414981,Java,7,357,38,1364,77,284,15832,42,7,1507,95,Enhanced and security-focused fork of Signal.
cisagov,cset,2019-05-15 17:09:53,2024-06-27 22:56:29,False,2155003,TSQL,12,39,76,1363,240,142,11596,3806,259,25,22,Cybersecurity Evaluation Tool
libvirt,libvirt,2015-05-22 13:40:12,2024-06-28 14:55:15,True,907967,C,13,542,92,1350,664,71,50628,31,67,614,0,Read-only mirror. Please submit merge requests / issues to https://gitlab.com/libvirt/libvirt
owid,owid-grapher,2015-05-04 11:06:48,2024-06-30 03:15:57,False,133521,TypeScript,9,44,31,1347,227,1090,18118,2606,223,2,0,A platform for creating interactive data visualizations
modxcms,revolution,2010-07-29 21:03:57,2024-06-28 20:10:27,False,102388,PHP,7,188,98,1346,528,6979,12505,3796,4,101,0,MODX Revolution - Content Management Framework
cuba-platform,cuba,2016-03-24 07:55:56,2024-04-10 09:17:12,False,81758,Java,12,71,85,1342,221,3083,14555,161,46,192,0,CUBA Platform is a high level framework for enterprise applications development
DandelionSprout,adfilt,2017-03-16 15:09:28,2024-06-30 01:28:42,False,100450,Adblock Filter List,5,52,25,1341,145,434,16433,584,2,4,4,"The place where I, DandelionSprout, store my web filter lists for countless topics, including my Nordic adblock list. As simple as that, really."
MicrosoftDocs,windowsserverdocs,2017-04-20 18:36:47,2024-06-29 10:33:54,False,940258,PowerShell,1,10000,133,1341,1781,4761,32944,3026,14,0,0,Public content repository for Windows Server content.
googleapis,google-cloud-ruby,2014-05-30 21:47:14,2024-06-28 21:57:36,False,267416,Ruby,8,306,116,1340,536,3637,20940,22598,2369,7699,1000,Google Cloud Client Library for Ruby
ManageIQ,manageiq,2014-06-13 02:31:26,2024-06-28 17:38:45,False,395882,Ruby,6,301,70,1339,899,3157,48625,19647,20,103,0,ManageIQ Open-Source Management Platform
galaxyproject,galaxy,2015-02-23 14:18:06,2024-06-30 07:10:34,False,656621,Python,17,337,69,1338,974,6049,77161,12368,49,222,18,Data intensive science for everyone.
mekanism,Mekanism,2012-08-15 20:41:13,2024-06-29 20:58:45,False,140181,Java,5,133,98,1337,510,7044,10183,915,35,47,39,A mod for Minecraft
pmem,pmdk,2014-09-03 20:55:23,2024-06-30 05:08:46,False,50661,C,8,99,78,1335,510,409,11754,5691,24,148,58,Persistent Memory Development Kit
meganz,sdk,2013-11-20 12:33:53,2024-06-26 09:08:56,False,95287,C++,19,117,145,1324,504,305,24600,2339,9,235,230,MEGA C++ SDK
simulationcraft,simc,2015-03-15 19:03:52,2024-06-30 07:49:25,False,2735311,C++,16,300,77,1324,680,4567,57901,4347,18,199,0,Simulationcraft engine/GUI
steedos,steedos-platform,2019-03-04 09:31:44,2024-06-28 04:52:28,False,1895632,JavaScript,13,35,43,1319,374,6497,18407,189,54,1143,942,"Steedos is an open-source alternative to Salesforce Low-Code Platform. 🤖 🎨 🚀 Built on nodejs, mongodb, react, amis."
calamares,calamares,2014-06-03 20:03:07,2024-06-29 22:24:08,False,82078,C++,7,122,69,1319,389,1657,11323,690,14,158,141,Distribution-independent installer framework
bitnine-oss,agensgraph,2016-04-29 17:19:07,2024-06-20 07:59:43,False,437530,C,19,64,66,1318,146,290,53177,367,25,34,19,"AgensGraph, a transactional graph database based on PostgreSQL"
shopware5,shopware,2012-09-05 05:32:50,2024-06-27 14:47:19,False,224389,PHP,12,288,134,1314,810,105,20701,2615,15,155,116,Shopware 5 core
cogentcore,core,2018-05-04 20:51:47,2024-06-30 01:20:20,False,107636,Go,12,15,33,1309,71,866,14020,58,3,16,0,"A free and open source framework for building powerful, fast, and elegant 2D and 3D apps that run on macOS, Windows, Linux, iOS, Android, and the Web with a single pure Go codebase, allowing you to Code Once, Run Everywhere."
OpenSCAP,openscap,2014-04-29 14:23:34,2024-06-25 20:04:48,False,31820,XSLT,13,108,73,1304,365,656,11281,1470,3,99,29,NIST Certified SCAP 1.2 toolkit
dealii,dealii,2014-07-17 14:00:26,2024-06-30 09:40:00,False,359462,C++,20,246,77,1302,708,3291,62376,13876,13,51,25,The development repository for the deal.II finite element library.
OpenDDS,OpenDDS,2015-02-12 20:01:26,2024-06-28 22:28:37,False,124502,C++,16,61,68,1295,467,773,24270,3758,186,288,61,OpenDDS is an open source C++ implementation of the Object Management Group (OMG) Data Distribution Service (DDS). OpenDDS also supports Java bindings through JNI.
weseek,growi,2017-02-16 17:15:47,2024-06-30 07:18:01,False,146511,TypeScript,8,133,43,1293,217,849,56370,7983,126,381,335,:anchor: GROWI - Team collaboration software using markdown
triplea-game,triplea,2015-07-27 09:32:58,2024-06-28 03:39:47,False,781736,Java,3,65,36,1290,381,4904,14766,7696,18,6364,1000,"TripleA is a turn based strategy game and board game engine, similar to Axis & Allies or Risk."
trezor,trezor-firmware,2019-04-10 13:42:15,2024-06-30 11:04:50,False,168650,C,20,262,66,1288,636,1856,13325,2081,329,195,0,:lock: Trezor Firmware Monorepo
